Land/Sea,ERA5Year,ERA5Month,ERA5Day,ERA5Hour,MODIS_Day,MODIS_Hour,MODIS_Minute,VIIRSDay,VIIRSHour,VIIRSMinute,iPos,jPos,DeltaTime1,DeltaTime2,B1_MODIS,B2_MODIS,B3_MODIS,B4_MODIS,B5_MODIS,B6_MODIS,B7_MODIS,B8_MODIS,B9_MODIS,B10_MODIS,B11_MODIS,B12_MODIS,B13_MODIS,B14_MODIS,B15_MODIS,B16_MODIS,B17_MODIS,B18_MODIS,B19_MODIS,B1_VIIRS,B2_VIIRS,B3_VIIRS,B4_VIIRS,B5_VIIRS,B6_VIIRS,B7_VIIRS,B8_VIIRS,B9_VIIRS,B10_VIIRS,B11_VIIRS,VZA_MODIS,VAA_MODIS,SZA_MODIS,SAA_MODIS,CLM_MODIS,VZA_VIIRS,VAA_VIIRS,SZA_VIIRS,SAA_VIIRS,CLM_VIIRS,NDVI,dTime
L,2021,03,05,13,5,13,15,5,13,0,241,1418,15.1,0.1,97.0393600,74.7796097,81.2653122,79.5036774,41.8549538,23.1776066,8.0719862,77.3897781,78.4953308,75.0318985,73.5304947,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,57.1703949,78.7161102,77.4628677,78.3973846,81.4399185,102.0345154,0.0000000,75.4551773,42.1481895,0.0774290,23.8784027,6.2970996,43.5,77.2,36.9,-162.9,4.00,42.1,76.8,36.2,-168.9,4.00,0.05,896.2,
L,2021,03,05,13,5,13,15,5,13,0,242,1407,15.2,0.2,75.8962936,57.5930595,80.3744736,69.1111298,32.1478577,17.8609715,6.0926003,81.5696564,79.8816071,72.1218338,66.3333206,64.9263077,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,44.9885445,81.1340408,77.6059647,75.3196716,71.8619461,80.5629959,0.0000000,59.2658272,33.1453781,0.1064313,19.0368690,4.6911740,55.3,76.0,36.1,-167.2,4.00,53.2,75.5,35.5,-173.4,4.00,0.05,895.5,
L,2021,03,05,13,5,13,15,5,13,0,242,1408,15.1,0.2,80.2247772,61.3571281,82.6576233,72.0404510,34.6613235,19.2233734,6.4673042,83.1702118,81.8986206,74.3166351,68.9402466,68.6308365,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,47.1843834,82.9019623,79.6811523,77.5759583,74.5530930,85.1631088,0.0000000,62.6865311,35.3607826,0.0862983,20.1137238,4.9677105,54.5,76.5,36.1,-166.8,4.00,52.4,75.2,35.5,-173.0,4.00,0.05,894.8,
L,2021,03,05,13,5,13,15,5,13,0,242,1409,15.1,0.2,84.2625580,64.0807114,85.3775558,75.9652939,35.6584892,19.9388561,6.7228951,84.5674820,84.0509720,77.2496872,72.4037476,70.3921585,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,48.2134438,84.6925964,82.2669678,81.0478287,79.0014114,89.8788605,0.0000000,65.8534012,36.6098061,0.0775383,20.9741116,5.1743646,53.5,76.3,36.2,-166.4,4.00,51.5,75.8,35.6,-172.6,4.00,0.05,895.5,
L,2021,03,05,13,5,13,15,5,13,0,242,1410,15.1,0.2,82.5173264,62.5541267,84.7392960,75.1689072,35.1774635,19.9635334,6.7528152,84.0267868,83.5731583,76.6963730,69.9290924,68.2585144,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,46.5208931,84.1862640,81.7748108,80.3780594,78.2278671,88.2366333,0.0000000,64.6740417,36.2168465,0.0741310,21.0607204,5.2963061,52.6,76.6,36.2,-166.0,4.00,50.6,75.4,35.6,-172.2,4.00,0.05,895.2,
L,2021,03,05,13,5,13,15,5,13,0,242,1411,15.1,0.2,79.7154465,59.9767685,83.0596848,73.2947311,34.1864128,19.5598049,6.6503897,82.5934448,82.0075760,75.0062103,70.2423706,67.7286911,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,44.4081612,82.6722183,80.0212097,78.1779861,75.6756668,84.0147781,0.0000000,61.0344543,34.5006561,0.0722952,20.5097580,5.0529046,51.7,77.0,36.2,-165.6,4.00,49.7,76.0,35.7,-171.8,4.00,0.05,895.2,
L,2021,03,05,13,5,13,15,5,13,0,242,1412,15.1,0.2,74.1125793,54.9822922,80.4060974,69.2147598,31.4686127,18.5053177,6.0447779,80.8500900,79.7681046,72.2990265,66.8294296,64.9880219,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,40.6487732,81.2039261,78.0485458,75.5965271,71.7623062,78.5281219,0.0000000,56.4776497,31.8692818,0.0687170,19.0741291,4.5860515,50.6,76.8,36.3,-165.2,4.00,48.7,75.7,35.7,-171.3,4.00,0.04,895.5,
L,2021,03,05,13,5,13,15,5,13,0,242,1413,15.1,0.1,82.9196472,62.1727066,83.1971664,74.8053970,34.5924301,19.8610592,6.4467378,81.7060928,81.6658936,75.6512756,70.8498077,68.1563034,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,45.9898758,82.0227890,79.7854462,78.7041397,76.8677979,86.9996948,0.0000000,63.0007515,34.9275131,0.0700219,20.7123413,4.8984933,49.6,77.3,36.4,-164.8,4.00,47.8,76.3,35.7,-170.9,4.00,0.04,895.2,
L,2021,03,05,13,5,13,15,5,13,0,242,1414,15.1,0.1,77.4296799,58.0978508,80.5456467,70.9928513,32.8412323,18.8579578,6.1359138,79.9436340,79.4626007,72.8749084,68.0282364,65.8610840,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,43.0088539,80.5486069,77.8663254,76.0819244,73.2758026,81.7324295,0.0000000,59.3451614,33.1255569,0.0692238,19.8911991,4.6332774,48.5,77.1,36.4,-164.4,4.00,46.8,75.9,35.7,-170.5,4.00,0.05,895.5,
L,2021,03,05,13,5,13,15,5,13,0,242,1415,15.0,0.1,84.1849899,64.8059616,81.7214966,74.0163116,36.7921295,20.7592735,6.7927413,80.0001068,79.9723129,74.4632950,70.3803177,68.4442749,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,48.4829445,80.6085052,78.3346024,77.5203552,75.9392471,88.3394394,0.0000000,65.4934616,36.9247437,0.0708771,21.6656723,5.0504093,47.4,77.6,36.5,-164.0,4.00,45.8,76.6,35.8,-170.1,3.97,0.05,895.5,
L,2021,03,05,13,5,13,15,5,13,0,242,1416,15.0,0.1,93.0153885,73.8019180,82.6816330,78.1289444,41.9263000,22.9968815,7.4422812,79.4199905,80.0811462,76.0800705,73.3085480,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.9969749,80.7683105,79.2848816,80.1547775,81.0919266,99.6379395,0.0000000,75.6991501,42.8050270,0.0724576,24.2446041,5.5050569,46.2,77.2,36.6,-163.6,4.00,44.7,76.2,35.8,-169.7,4.00,0.06,895.5,
L,2021,03,05,13,5,13,15,5,13,0,242,1417,15.0,0.1,96.3899536,78.2747192,82.4505005,79.2840195,44.3812370,24.0900364,7.7589827,78.6466446,79.5796738,76.2527313,74.0438843,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,60.7436028,80.0616989,78.7833405,80.3033371,82.3109283,103.8213501,0.0000000,80.6846542,45.5118599,0.0813764,25.1436043,5.6648660,45.1,77.7,36.6,-163.2,4.00,43.6,75.9,35.9,-169.3,4.00,0.07,895.2,
L,2021,03,05,13,5,13,15,5,13,0,242,1418,15.0,0.1,111.7458038,90.6107864,87.3906555,88.9352798,51.0353012,27.3614922,8.9520884,80.6193771,83.0827332,81.8487701,81.6898727,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,70.7142868,82.2394485,82.3706970,85.9476318,91.4791718,119.1831665,0.0000000,92.1606598,51.5931816,0.0888557,28.2562714,6.5463986,43.9,77.4,36.7,-162.8,4.00,42.5,76.5,35.9,-168.9,4.00,0.07,895.8,
L,2021,03,05,13,5,13,15,5,13,0,243,1407,15.1,0.2,89.6591949,69.8851547,87.3708344,78.8026657,39.0051231,21.7229500,7.3263679,86.3530731,85.8276825,79.1873856,74.6301498,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,53.3967552,86.7554321,84.4875259,83.9630661,83.0324554,97.2001648,0.0000000,72.8460007,40.5580559,0.1506309,23.1031895,5.6937513,55.7,76.4,35.8,-167.2,4.00,53.5,75.3,35.3,-173.4,3.96,0.06,895.5,
L,2021,03,05,13,5,13,15,5,13,0,243,1408,15.1,0.2,84.7559357,64.4692535,86.8745117,76.6356964,36.7923279,20.5337677,6.9896455,86.3682861,85.7318192,78.4882431,70.5535049,68.7051392,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,48.3324203,86.0489731,83.4488907,81.8550644,79.2954178,89.9702835,0.0000000,65.9602127,37.3401451,0.1010604,21.5490665,5.3744044,54.8,76.7,35.9,-166.8,4.00,52.7,75.1,35.3,-173.0,4.00,0.05,894.5,
L,2021,03,05,13,5,13,15,5,13,0,243,1409,15.1,0.1,82.1993637,61.8852615,85.4840317,76.0302658,35.0945740,20.4634628,7.1807337,84.9054108,84.3977661,77.2750702,71.8577118,68.9023209,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,46.0687180,85.1081390,82.5753098,80.8744431,78.7172165,86.6423187,0.0000000,63.0068588,35.5505142,0.1259623,21.3046551,5.4289489,53.8,76.5,35.9,-166.4,4.00,51.8,75.6,35.3,-172.6,3.98,0.05,895.5,
L,2021,03,05,13,5,13,15,5,13,0,243,1410,15.0,0.1,75.0456314,55.3174324,80.4960403,70.2425461,32.3548470,19.8416519,6.8095603,81.5457916,80.1645584,72.1332855,67.1823883,65.6870346,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,41.1320648,81.3792419,77.9800186,75.1177368,72.6210785,79.3512268,0.0000000,56.6989479,33.0760803,0.0776161,20.6347275,5.1223788,52.9,76.2,36.0,-165.9,4.00,50.9,75.2,35.4,-172.1,4.00,0.04,895.5,
L,2021,03,05,13,5,13,15,5,13,0,243,1411,15.0,0.1,75.3759079,56.3287811,78.4291153,69.1395035,32.3707275,19.6708260,6.8711166,79.6223145,78.1544113,70.3292465,65.6966476,64.3266144,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,42.1926346,79.5995178,75.9719009,73.0300980,70.9589615,78.6654968,0.0000000,56.9347572,33.1390991,0.0730214,20.5592422,5.1555862,52.0,76.7,36.0,-165.5,4.00,50.0,75.8,35.4,-171.7,4.00,0.05,895.5,
L,2021,03,05,13,5,13,15,5,13,0,243,1412,15.0,0.1,78.9317322,61.6175156,78.6847382,69.8560104,35.8265381,20.2584858,6.8355694,78.9269867,77.8286285,71.0588760,66.4312286,67.3446426,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,47.2607574,79.3300629,76.1225281,74.2405014,72.1195679,83.5115891,0.0000000,62.7469826,36.3014946,0.0734826,21.1332493,4.9271235,50.9,76.3,36.1,-165.1,4.00,49.1,76.3,35.4,-171.3,4.00,0.06,896.2,
L,2021,03,05,13,5,13,15,5,13,0,243,1413,15.0,0.1,87.5210190,68.6927643,82.2681046,75.1624756,40.7482605,22.7998180,7.5613580,80.5276108,80.4598770,75.0182419,71.1045837,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,52.4397621,81.0544052,78.8106766,78.3409500,77.3664856,92.6111755,0.0000000,69.8926849,41.1355095,0.0735822,23.6290340,5.4728537,49.9,76.8,36.1,-164.7,4.00,48.2,76.0,35.5,-170.9,4.00,0.06,895.8,
L,2021,03,05,13,5,13,14,5,13,0,243,1414,15.0,0.1,98.6032104,79.7932587,84.9073715,81.1452866,46.1819153,25.4870739,8.3490782,81.2182007,82.0287094,78.2268677,75.7105103,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,61.0700226,82.1722107,80.8580017,82.1298065,83.7920380,105.2895660,0.0000000,81.3634109,47.2180862,0.0777311,26.6376457,6.1423001,48.9,77.3,36.2,-164.3,4.00,47.2,75.6,35.5,-170.5,4.00,0.07,895.5,
L,2021,03,05,13,5,13,14,5,13,0,243,1415,15.0,0.0,92.6039886,74.7774582,81.0269928,76.6589279,43.9298477,24.1830292,7.9387331,78.5699997,78.7220383,74.3830109,71.5849686,71.1401062,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,56.9310493,79.5220490,77.4348068,77.9023743,79.0302811,99.0410156,0.0000000,76.6597061,44.7136040,0.0745775,25.2421894,5.8302317,47.8,76.9,36.2,-163.9,4.00,46.1,76.3,35.5,-170.1,4.00,0.08,895.8,
L,2021,03,05,13,5,13,14,5,13,0,243,1416,15.0,0.0,105.9836960,87.2866974,85.0763855,84.6343765,50.5346565,27.0626965,8.8549690,80.1043167,81.5863113,79.1531525,78.0979004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,67.4927597,81.1201401,80.2236710,82.6203766,86.6276245,112.7531509,0.0000000,88.3743210,50.7684860,0.0831162,28.0231476,6.3086090,46.6,77.6,36.3,-163.5,4.00,45.1,76.0,35.6,-169.6,4.00,0.08,895.5,
L,2021,03,05,13,5,13,14,5,13,0,243,1417,14.9,0.0,114.0695801,93.6922455,86.5203629,88.7873306,53.6119499,28.7191639,9.4012671,80.2194290,82.3288193,80.9801559,81.0845413,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,73.0001221,81.6376724,81.4154053,84.9711533,91.2687683,122.2841034,0.0000000,95.5868912,54.2772598,0.0920050,29.7979660,6.7255058,45.5,78.1,36.4,-163.1,4.00,44.0,76.6,35.6,-169.2,4.00,0.08,895.8,
L,2021,03,05,13,5,13,14,5,13,0,243,1418,14.9,0.0,113.3142090,92.8589935,86.8749161,88.7924347,53.4037514,28.7664051,9.5588665,80.5113449,82.7287445,81.2400360,81.2121658,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,72.0893555,82.3503799,82.2620850,85.6868134,91.7996902,121.8100433,0.0000000,94.9939499,54.2115974,0.0966048,29.9977551,7.0477490,44.2,77.7,36.4,-162.7,4.00,42.9,76.2,35.7,-168.8,4.00,0.08,895.8,
L,2021,03,05,13,5,13,14,5,13,0,244,1410,15.0,0.0,97.1260147,76.1915741,87.3447418,82.2393494,42.7899895,23.8811836,8.1799593,84.8190002,85.0866013,79.8655701,76.0142212,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,57.8153954,84.3431625,82.2585449,82.1608658,82.9847183,101.1295319,0.0000000,76.1029739,42.7194252,0.0772298,24.5412025,6.0679774,53.2,76.5,35.7,-165.9,4.00,51.2,75.8,35.1,-172.1,3.99,0.06,895.8,
L,2021,03,05,13,5,13,14,5,13,0,244,1411,15.0,0.0,112.8091202,88.5299072,88.3008575,89.5220566,49.5427208,28.2823067,9.5720787,83.8534317,85.1197662,81.7060013,77.4406052,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,67.0403595,84.2905426,83.4567108,85.6358795,92.3330688,121.1497726,0.0000000,91.0108719,50.9355240,0.0794771,29.4419098,7.3569689,52.3,76.9,35.8,-165.5,4.00,50.4,75.5,35.1,-171.7,3.98,0.05,895.5,
L,2021,03,05,13,5,13,14,5,13,0,244,1412,14.9,0.0,82.0729980,61.1288643,81.5513306,74.1389847,34.3783798,20.4015427,6.8653617,80.8148956,80.3401260,73.8405457,68.8653793,67.1783447,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,45.6410751,80.9507828,78.3330383,76.7402039,75.9054642,85.2792206,0.0000000,61.1690102,34.7237778,0.0729658,21.1795006,5.1380997,51.4,77.3,35.8,-165.1,4.00,49.4,76.1,35.2,-171.3,4.00,0.04,895.5,
L,2021,03,05,13,5,13,14,5,12,59,244,1413,14.9,-0.0,81.9620361,64.1771622,80.3079987,72.1725311,38.0183411,21.4695702,7.1025715,79.7044144,79.0646515,72.7629089,68.5787506,67.4559631,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,48.7866669,80.1822968,77.3921890,76.0289001,74.4646072,87.0166473,0.0000000,65.2880402,38.1837654,0.0741634,22.3579979,5.0918717,50.3,76.9,35.9,-164.7,4.00,48.5,76.6,35.2,-170.9,4.00,0.06,896.2,
L,2021,03,05,13,5,13,14,5,12,59,244,1414,14.9,-0.0,88.2493362,69.5340347,82.3938980,76.1733551,41.4417915,23.2394981,7.4032655,80.4910431,80.6301270,75.2443237,71.9439087,70.2765350,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,52.8065643,81.0670242,78.9429779,78.5171814,78.3390884,93.7256241,0.0000000,70.7640076,41.6967812,0.0760561,24.2402287,5.3388615,49.2,76.7,36.0,-164.2,4.00,47.5,76.4,35.2,-170.4,4.00,0.07,895.8,
L,2021,03,05,13,5,13,14,5,12,59,244,1415,14.9,-0.0,93.2869034,72.9850464,84.4272995,80.2104187,43.6310043,24.7041855,7.9256668,81.1457825,82.0507355,77.5592651,75.2229919,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.3408890,81.9579391,80.6382294,81.1783600,82.6859283,99.4658051,0.0000000,74.4390717,44.0952721,0.0760881,25.8836308,5.7296896,48.1,77.3,36.0,-163.8,4.00,46.5,76.1,35.3,-170.0,4.00,0.06,895.8,
L,2021,03,05,13,5,13,14,5,12,59,244,1416,14.9,-0.0,110.1374130,91.5657272,88.3409500,88.4522247,54.0426598,29.5912933,9.5165644,82.4368134,84.3908463,82.3271408,81.6167068,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,70.9190063,83.4671860,83.1024399,86.0400620,90.6350708,117.4211426,0.0000000,92.6343536,54.2161369,0.0829404,30.4419842,6.8043666,47.0,77.0,36.1,-163.4,4.00,45.5,76.6,35.3,-169.6,4.00,0.08,896.5,
L,2021,03,05,13,5,13,14,5,12,59,244,1417,14.9,-0.0,117.5529099,98.1586304,90.4210663,92.4206314,57.1606026,30.9370422,9.9904852,83.1796265,85.8119583,84.7849579,84.8507538,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,76.2696228,84.6487427,84.9739227,89.0805893,95.3009567,126.2567444,0.0000000,100.1352921,57.6836472,0.0860042,32.1519814,7.1934538,45.8,77.5,36.1,-163.0,4.00,44.4,76.3,35.4,-169.2,4.00,0.09,895.8,
L,2021,03,05,13,5,13,14,5,12,59,244,1418,14.9,-0.1,115.4161530,95.3261261,89.2381439,90.8699493,55.4706612,30.0465584,9.8303051,82.6312180,85.0253143,83.5125427,83.3559723,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,73.4532242,83.5743866,83.5018768,86.9268646,92.8672333,122.9847870,0.0000000,96.5789490,55.6666832,0.0827352,31.0464172,7.2297935,44.6,77.1,36.2,-162.6,3.96,43.3,77.0,35.4,-168.8,4.00,0.09,896.5,
L,2021,03,05,13,5,13,14,5,12,59,245,1410,14.9,-0.0,134.5662994,112.6731415,100.0785599,103.2284851,63.1295967,33.4749413,10.8488617,91.5495529,94.6794052,94.0285034,91.4584198,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,85.6508560,91.7870941,92.8046799,98.4195709,106.3609848,145.1705170,0.0000000,115.2076187,63.5831909,0.0831181,34.5766792,8.0894785,53.5,76.7,35.5,-165.8,4.00,51.6,75.7,34.9,-172.1,3.98,0.08,895.5,
L,2021,03,05,13,5,13,14,5,12,59,245,1411,14.9,-0.0,143.1038818,119.1427765,98.4099197,105.1947632,66.6633911,35.2997169,11.6121340,89.4851837,92.6942749,92.7874756,92.9851532,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,91.1426010,89.8114700,90.6937866,96.6005020,107.1494446,152.9369049,0.0000000,120.8604279,66.8117981,0.0835479,36.4177170,8.7874775,52.6,76.4,35.5,-165.4,4.00,50.7,75.3,34.9,-171.7,3.99,0.08,895.5,
L,2021,03,05,13,5,13,14,5,12,59,245,1412,14.9,-0.0,143.7692261,118.4628220,95.8004074,104.6954956,66.2883148,35.5121117,11.8061628,86.9755325,90.1702118,90.4010773,92.0164795,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,90.3690414,87.4005661,88.1873703,94.0066071,106.3700180,153.1198730,0.0000000,119.6548233,66.5178070,0.0819811,36.6278954,9.0253134,51.7,76.8,35.6,-165.0,4.00,49.8,75.9,34.9,-171.3,3.95,0.08,895.8,
L,2021,03,05,13,5,13,14,5,12,59,245,1413,14.9,-0.1,122.4434662,99.7855453,91.9006348,95.3924484,56.0668335,31.0045967,10.2651453,85.0845337,87.4674072,85.9616318,85.0740738,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,76.2469482,85.7375412,85.8487854,89.8140869,97.8455505,131.1373138,0.0000000,101.8723831,57.5363846,0.0793557,32.4883232,7.8059282,50.6,76.6,35.7,-164.6,4.00,48.8,76.5,35.0,-170.9,3.98,0.07,896.2,
L,2021,03,05,13,5,13,14,5,12,59,245,1414,14.8,-0.1,100.8695831,80.8049927,87.2232132,84.5276184,46.6971092,26.2417583,8.5774832,83.0976410,84.2382202,80.4242859,78.5951385,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,61.3022919,83.7854462,82.7156677,84.0672836,86.8189926,106.9751740,0.0000000,81.8080826,47.3876610,0.0744911,27.3879967,6.3416891,49.6,76.9,35.7,-164.2,4.00,47.8,76.2,35.0,-170.4,4.00,0.07,895.5,
L,2021,03,05,13,5,13,14,5,12,59,245,1415,14.8,-0.1,103.7234650,85.0080948,87.6696854,85.6815872,49.9430428,27.9504089,9.0605946,82.8879623,84.3091583,81.1423340,79.5841293,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,65.1588593,83.8492432,83.1156006,85.2937775,88.8782806,112.3651047,0.0000000,88.0827560,51.4011307,0.0774167,29.2860909,6.6163197,48.5,76.7,35.8,-163.8,4.00,46.8,75.8,35.0,-170.0,4.00,0.08,896.2,
L,2021,03,05,13,5,13,14,5,12,59,245,1416,14.8,-0.1,111.2895813,91.1022034,89.8699265,90.1169281,53.4372177,29.4922123,9.6752090,83.6727219,85.8557205,83.7303772,83.1343460,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,69.8424606,84.6407776,84.4369659,87.3703384,92.1696167,118.0133972,0.0000000,91.9646988,53.3866425,0.0787892,30.3796368,7.0053387,47.4,77.2,35.8,-163.4,4.00,45.8,76.4,35.1,-169.6,4.00,0.08,896.2,
L,2021,03,05,13,5,13,14,5,12,59,245,1417,14.8,-0.1,108.8978577,86.4003754,87.5991516,88.2944641,50.1448898,27.3957195,9.0210009,81.9774551,83.9765854,81.4669952,80.7813950,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,65.5200348,83.3196564,82.9974365,85.5381241,91.0254669,116.6539764,0.0000000,88.4819489,51.1301003,0.0772672,28.7222023,6.8310771,46.2,77.0,35.9,-163.0,4.00,44.8,77.0,35.1,-169.1,4.00,0.07,896.8,
L,2021,03,05,13,5,13,14,5,12,59,246,1410,14.8,-0.1,123.9591446,105.7057877,99.3431244,98.4048462,61.1304474,32.9063683,10.3286037,92.4428711,94.7972107,92.5197144,90.2777023,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,79.5473633,92.5503159,92.7773819,96.7161179,101.3670807,133.8501282,0.0000000,108.1844940,61.6343842,0.0773544,33.9271545,7.5142341,54.0,76.8,35.2,-165.8,4.00,51.9,75.4,34.6,-172.1,4.00,0.10,895.2,
L,2021,03,05,13,5,13,14,5,12,59,246,1411,14.8,-0.1,133.3693237,113.7703247,100.2311401,102.6777344,65.0884476,34.7218170,11.0548220,91.8437271,94.8800049,94.1195221,90.9267502,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,86.5181198,92.0993500,92.8432999,98.1468124,105.2827606,143.5710907,0.0000000,116.0458679,65.4902039,0.0791247,35.9303131,8.1303148,53.0,77.3,35.3,-165.4,4.00,51.0,75.9,34.7,-171.7,4.00,0.10,895.5,
L,2021,03,05,13,5,13,14,5,12,59,246,1412,14.8,-0.1,140.8612213,119.5863495,95.5912704,102.2855759,68.0521698,36.1399422,11.7616673,87.7316589,90.4220886,90.0800095,91.6866989,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,91.8835907,88.2795258,88.5002365,93.7754517,104.1994171,150.8277740,0.0000000,121.1464233,68.0290985,0.0846346,37.1381912,8.8669052,52.0,76.4,35.3,-164.9,4.00,50.1,76.5,34.7,-171.2,4.00,0.10,896.5,
L,2021,03,05,13,5,13,14,5,12,59,246,1413,14.8,-0.1,146.7727509,122.9244766,96.4904251,106.1630783,69.3649368,37.0194016,12.2448587,87.2114868,90.5884018,91.3984451,93.9158707,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,93.8696213,87.7834091,88.6560440,95.0412827,107.8965378,157.0490417,0.0000000,124.6266556,69.4773026,0.0799886,38.1862907,9.3248329,51.0,76.9,35.4,-164.5,4.00,49.2,76.2,34.7,-170.8,3.98,0.09,896.2,
L,2021,03,05,13,5,13,14,5,12,59,246,1414,14.8,-0.2,139.5680542,115.7280502,95.2398758,103.5050964,65.8731842,35.4748039,11.6797066,86.2899704,89.5760269,90.0069809,91.5895462,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,87.4898682,86.8791656,87.6457443,93.3212738,104.6888885,147.8099670,0.0000000,116.1816177,65.4451828,0.0736470,36.3930817,8.7520046,49.9,77.3,35.5,-164.1,4.00,48.2,76.8,34.8,-170.4,4.00,0.09,896.5,
L,2021,03,05,13,5,13,14,5,12,59,246,1415,14.8,-0.2,131.5043793,107.8607254,93.3337402,99.9414520,61.7460251,33.7096825,11.0178099,85.0872650,88.1445160,87.8855896,88.6989059,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,81.6009369,85.9351730,86.5791245,91.6331711,102.0935135,140.6452332,0.0000000,109.5783310,62.3721657,0.0758249,34.9680481,8.2928362,48.9,77.7,35.5,-163.7,4.00,47.2,76.5,34.8,-170.0,3.98,0.08,895.5,
L,2021,03,05,13,5,13,14,5,12,59,246,1416,14.8,-0.2,128.6548157,105.8821411,93.0916672,98.6015701,61.2930222,33.2755089,10.8855543,85.1125031,88.1618118,87.5346527,88.2309570,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,80.5316315,86.2549133,86.8772430,91.5390167,100.9684525,137.8203735,0.0000000,107.7283096,61.7757530,0.0760176,34.4579887,8.0985165,47.7,77.5,35.6,-163.3,4.00,46.2,76.2,34.8,-169.5,3.99,0.08,895.8,
L,2021,03,05,13,5,13,14,5,12,59,246,1417,14.8,-0.2,136.1558380,110.8697739,95.8063812,103.7894974,63.7480850,34.3291512,11.4165478,86.2019043,90.1423874,90.4801941,90.1377563,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,85.7178040,87.5170898,88.9636841,94.5219040,105.9248428,144.9343567,0.0000000,112.2976685,64.2648315,0.0953829,35.5792999,8.6302385,46.6,77.1,35.6,-162.9,4.00,45.1,76.8,34.9,-169.1,3.99,0.08,896.5,
